Image name,Score,Total time,Inference time,Preprocessing time
00001.jpg,0.75069493,872.367488,864.392896,7.9746
00002.jpg,0.75546837,757.9664,750.635904,7.3305
00003.jpg,0.75130713,863.33248,851.91392,11.4186
00004.jpg,0.74574727,1263.161472,1243.607552,19.554
00005.jpg,0.7578771,916.5024,909.292032,7.2104
00006.jpg,0.73853123,960.070016,952.557696,7.5123
00007.jpg,0.7273271,986.877184,972.050432,14.8268
00008.jpg,0.76056707,1050.151168,1039.580096,10.5711
00009.jpg,0.7509629,1070.96032,1061.981184,8.9791
00010.jpg,0.7518156,1038.201088,1030.734912,7.4662
00011.jpg,0.74424607,1048.093376,1037.011776,11.0816
00012.jpg,0.75092965,1180.1376,1167.84,12.2976
00013.jpg,0.75607896,1121.528448,1110.552832,10.9756
00014.jpg,0.75258523,1269.076096,1260.554752,8.5214
00015.jpg,0.7362015,1284.697472,1275.655424,9.0421
00016.jpg,0.7454885,975.512,963.01632,12.4957
00017.jpg,0.753807,1231.865856,1220.98688,10.8789
00018.jpg,0.73736215,1094.710912,1082.346752,12.3642
00019.jpg,0.7456629,1024.766208,1016.600832,8.1654
00020.jpg,0.74571204,1067.529472,1053.880128,13.6494
00021.jpg,0.75063217,907.50528,897.667392,9.8379
00022.jpg,0.7579374,1090.690688,1077.432448,13.2583
00023.jpg,0.7224947,1100.973056,1083.69408,17.2789
00024.jpg,0.75330156,1421.117952,1411.575296,9.5427
00025.jpg,0.73385084,1557.808512,1540.003968,17.8045
00026.jpg,0.7480615,1379.46176,1368.827648,10.6342
00027.jpg,0.7265531,1237.29664,1220.626688,16.6699
00028.jpg,0.7515831,737.035392,726.334912,10.7005
00029.jpg,0.749976,670.378816,664.227712,6.1511
00030.jpg,0.7546195,663.274624,656.697472,6.5771
00031.jpg,0.75897676,834.740608,827.482816,7.2578
00032.jpg,0.75477153,846.971712,836.921728,10.05
00033.jpg,0.7469834,704.343488,697.488576,6.8549
00034.jpg,0.75542605,680.82112,672.238016,8.5831
00035.jpg,0.74490684,803.945472,797.180992,6.7645
00036.jpg,0.75591564,822.883776,815.5712,7.3126
00037.jpg,0.7573486,774.111232,766.66368,7.4475
00038.jpg,0.72895354,849.140224,844.864768,4.2754
00039.jpg,0.75754994,920.09472,911.715904,8.3788
00040.jpg,0.7576663,788.0144,780.19168,7.8227
00041.jpg,0.7517039,1638.670592,1626.535552,12.135
00042.jpg,0.7348648,1164.96704,1155.743744,9.2234
00043.jpg,0.7373168,1223.73504,1210.7712,12.9639
00044.jpg,0.74424076,1096.301184,1087.07968,9.2215
00045.jpg,0.72307837,1132.167296,1127.731456,4.4358
00046.jpg,0.7528034,1185.137408,1172.40192,12.7355
00047.jpg,0.7345827,1339.310336,1330.644096,8.6662
00048.jpg,0.7444546,1137.71584,1128.031104,9.6847
00049.jpg,0.75780386,1106.99584,1092.03392,14.9619
00050.jpg,0.7258513,1128.035456,1119.22176,8.8137
00051.jpg,0.7365787,1082.97472,1070.996672,11.978
00052.jpg,0.7426356,1262.55424,1250.098944,12.4554
00053.jpg,0.7511194,1056.709312,1048.18368,8.5256
00054.jpg,0.74092126,1076.982784,1067.6384,9.3444
00055.jpg,0.7427065,1084.68224,1075.330048,9.3521
00056.jpg,0.73967546,1303.979648,1296.018048,7.9616
00057.jpg,0.7441423,1305.349632,1296.395776,8.9538
00058.jpg,0.7640179,1105.242624,1092.781824,12.4608
00059.jpg,0.7554163,1079.221632,1065.367424,13.8542
00060.jpg,0.7470553,1343.93728,1334.404096,9.5332
00061.jpg,0.747049,1092.214016,1083.433344,8.7806
00062.jpg,0.74415326,1063.112576,1053.622592,9.49
00063.jpg,0.75301063,1244.264064,1236.010368,8.2537
00064.jpg,0.7395409,1663.593344,1653.278976,10.3143
00065.jpg,0.74847317,1527.809792,1513.475584,14.3342
00066.jpg,0.75340265,1242.803712,1231.22816,11.5755
00067.jpg,0.724444,1149.410688,1131.23456,18.1762
00068.jpg,0.75762737,1323.070976,1306.42176,16.6492
00069.jpg,0.75191987,1070.060672,1061.950528,8.1102
00070.jpg,0.7527382,1031.919616,1023.401792,8.5178
00071.jpg,0.74117255,1035.827584,1027.564032,8.2636
00072.jpg,0.7454436,1157.47456,1147.66144,9.8132
00073.jpg,0.7433202,1088.995968,1075.928576,13.0674
00074.jpg,0.72770727,1007.121792,998.941184,8.1806
00075.jpg,0.7458276,1006.498112,999.085824,7.4123
00076.jpg,0.7571634,1048.73088,1037.415168,11.3157
00077.jpg,0.75368637,1188.28608,1181.337728,6.9484
00078.jpg,0.74501586,1024.564992,1009.84832,14.7167
00079.jpg,0.7470607,1000.443328,993.125504,7.3178
00080.jpg,0.7608008,1022.788224,1014.279104,8.5091
00081.jpg,0.73815197,988.177792,981.418304,6.7595
00082.jpg,0.7609626,1295.369856,1273.396224,21.9737
00083.jpg,0.74816585,972.928192,963.569792,9.3584
00084.jpg,0.7369323,1275.736192,1262.874496,12.8617
00085.jpg,0.74931127,1217.893376,1207.800832,10.0926
00086.jpg,0.7548746,830.319808,818.351488,11.9683
