Image name,Score,Total time,Inference time,Preprocessing time
00001.jpg,0.74826723,677.355776,662.516032,14.839722
00002.jpg,0.7830593,644.634048,629.584896,15.049195
00003.jpg,0.7333956,636.1744,622.811584,13.362793
00004.jpg,0.79468536,640.819264,626.376064,14.443237
00005.jpg,0.7845508,633.378176,619.56768,13.810465
00006.jpg,0.7698332,642.469952,628.423424,14.046509
00007.jpg,0.7412051,655.619648,637.83072,17.78894
00008.jpg,0.79518574,657.747328,641.09216,16.655192
00009.jpg,0.7638675,639.54176,625.491904,14.049845
00010.jpg,0.7781284,651.337728,639.223872,12.113851
00011.jpg,0.7438371,637.469952,622.865856,14.604045
00012.jpg,0.64944816,637.511488,623.385024,14.126424
00013.jpg,0.77418745,637.33088,623.148352,14.182536
00014.jpg,0.77996546,651.8592,640.760064,11.099121
00015.jpg,0.73613065,636.252864,622.121856,14.131022
00016.jpg,0.78449106,643.700864,629.237248,14.463623
00017.jpg,0.79199255,649.559168,635.502272,14.056885
00018.jpg,0.7866671,702.247744,685.532288,16.715414
00019.jpg,0.78422505,741.278656,726.054592,15.224081
00020.jpg,0.748811,738.666112,722.226048,16.440023
00021.jpg,0.70732796,732.395328,711.73632,20.659016
00022.jpg,0.7843223,739.246272,722.68,16.566284
00023.jpg,0.6924802,734.27296,718.591552,15.681437
00024.jpg,0.78730446,738.713088,723.472192,15.240926
00025.jpg,0.73989594,734.340544,719.425472,14.91508
00026.jpg,0.7652798,741.972224,725.701952,16.270264
00027.jpg,0.76992345,744.497856,728.405952,16.091919
00028.jpg,0.79963624,758.722816,742.549248,16.173584
00029.jpg,0.75695527,753.545024,739.063232,14.481812
00030.jpg,0.78299904,771.253184,755.619776,15.633423
00031.jpg,0.78503305,747.034048,727.769408,19.264648
00032.jpg,0.7827249,757.105344,734.123648,22.98173
00033.jpg,0.76751834,765.81216,748.203136,17.609008
00034.jpg,0.75042564,763.989568,746.716416,17.273112
00035.jpg,0.7690861,759.177024,743.59392,15.583089
00036.jpg,0.7845328,766.490496,750.749824,15.740682
00037.jpg,0.7841284,826.109056,808.12736,17.981688
00038.jpg,0.58194935,855.822336,844.06368,11.758667
