Image name,Score,Total time,Inference time,Preprocessing time
00001.jpg,0.75069493,703.061248,688.520832,14.540446
00002.jpg,0.75546825,633.112704,618.637952,14.474773
00003.jpg,0.75130713,625.738432,613.039104,12.69934
00004.jpg,0.74574715,638.412544,624.543552,13.869018
00005.jpg,0.7578771,625.223296,611.68096,13.542318
00006.jpg,0.7385312,634.163968,620.999936,13.164021
00007.jpg,0.7273273,652.09984,634.968064,17.131796
00008.jpg,0.76056737,641.627776,626.166976,15.460857
00009.jpg,0.750963,640.569088,627.152128,13.416993
00010.jpg,0.7518157,630.482176,618.17792,12.304239
00011.jpg,0.7442461,655.359488,641.36672,13.992798
00012.jpg,0.75092965,688.875136,675.265728,13.609375
00013.jpg,0.75607896,718.138304,704.481344,13.656942
00014.jpg,0.75258523,634.471616,624.676736,9.794881
00015.jpg,0.73620147,630.508672,616.603392,13.905273
00016.jpg,0.74548846,630.893952,616.846656,14.047241
00017.jpg,0.75380707,638.582208,625.159488,13.422729
00018.jpg,0.73736215,724.920192,709.25088,15.669312
00019.jpg,0.7456629,718.712128,704.591936,14.120158
00020.jpg,0.74571204,725.792512,710.597312,15.19515
00021.jpg,0.75063205,717.884096,698.326592,19.557454
00022.jpg,0.7579374,746.8896,731.744512,15.1451
00023.jpg,0.72249466,733.737344,719.251776,14.485555
00024.jpg,0.75330156,727.158784,713.011904,14.146932
00025.jpg,0.7338507,712.90048,699.159296,13.74117
00026.jpg,0.7480614,719.122752,704.347328,14.775391
00027.jpg,0.7265531,730.118336,716.617984,13.500326
00028.jpg,0.751583,736.303744,721.562816,14.740926
00029.jpg,0.7499759,735.713856,722.485056,13.228841
00030.jpg,0.75461966,758.836352,743.797312,15.039063
00031.jpg,0.7589767,746.30816,728.717504,17.590658
00032.jpg,0.7547716,745.614144,723.03008,22.584066
00033.jpg,0.7469834,752.22016,736.190784,16.029337
00034.jpg,0.75542593,750.014784,734.297408,15.717366
00035.jpg,0.7449068,742.14976,727.031296,15.118489
00036.jpg,0.7559156,732.052928,717.440768,14.612142
00037.jpg,0.75734866,774.408192,758.196352,16.211832
00038.jpg,0.72895354,799.37664,788.340672,11.03597
00039.jpg,0.75754994,791.374592,773.162368,18.21224
00040.jpg,0.75766623,779.182848,763.093248,16.089641
00041.jpg,0.751704,779.359808,763.530368,15.829427
00042.jpg,0.7348647,792.7744,776.537984,16.236451
00043.jpg,0.73731685,780.50432,763.96512,16.539185
00044.jpg,0.74424076,787.581312,770.356096,17.22518
00045.jpg,0.7230783,781.19264,772.172864,9.019816
00046.jpg,0.7528034,831.001344,808.176448,22.82491
00047.jpg,0.7345827,822.38592,805.170368,17.215536
00048.jpg,0.7444547,819.380032,801.938944,17.441122
00049.jpg,0.7578039,826.44,806.370752,20.069254
00050.jpg,0.72585124,831.499648,812.001536,19.498128
00051.jpg,0.7365787,834.764224,817.72928,17.034952
00052.jpg,0.74263555,828.099456,808.944256,19.155232
00053.jpg,0.7511193,838.703552,819.253696,19.449828
00054.jpg,0.7409213,862.319616,844.31904,18.00061
00055.jpg,0.7427064,897.622336,874.501504,23.12085
00056.jpg,0.73967534,891.539904,871.225088,20.314778
00057.jpg,0.74414223,882.052608,858.910464,23.142172
00058.jpg,0.76401794,881.75552,860.807744,20.947754
00059.jpg,0.75541633,881.610368,860.740544,20.869832
00060.jpg,0.74705523,894.88928,871.060864,23.82841
00061.jpg,0.7470489,913.008064,891.304384,21.703654
00062.jpg,0.74415326,954.343424,933.324288,21.019164
00063.jpg,0.75301063,994.496448,973.009984,21.48649
00064.jpg,0.7395408,1027.1728,1005.50144,21.671346
00065.jpg,0.74847305,1028.822592,1006.477568,22.345012
00066.jpg,0.75340253,1018.775872,993.6176,25.158284
00067.jpg,0.72444403,1007.049984,981.668928,25.381104
00068.jpg,0.75762737,1007.95584,986.759104,21.196776
00069.jpg,0.75191975,973.768448,949.174848,24.593588
00070.jpg,0.7527381,912.597248,889.40416,23.193116
00071.jpg,0.74117255,913.268864,887.985728,25.283122
00072.jpg,0.74544364,928.979584,900.191552,28.788086
00073.jpg,0.74332035,912.091072,891.601344,20.489746
00074.jpg,0.72770727,921.674304,898.69856,22.975708
00075.jpg,0.7458275,919.466496,896.87872,22.587768
00076.jpg,0.75716335,954.872384,925.26016,29.612224
00077.jpg,0.7536864,1007.633088,986.544896,21.088176
00078.jpg,0.74501586,996.863744,973.75584,23.10791
00079.jpg,0.74706084,1066.84864,1044.114688,22.733968
00080.jpg,0.7608007,1010.768192,990.225408,20.542806
00081.jpg,0.738152,992.10784,971.0704,21.037476
00082.jpg,0.76096267,1003.886016,971.774848,32.111124
00083.jpg,0.7481658,983.959936,957.81568,26.144288
00084.jpg,0.7369322,926.35616,901.513856,24.842326
00085.jpg,0.7493113,920.339008,896.875072,23.463948
00086.jpg,0.7548745,910.437312,887.794368,22.642904
00087.jpg,0.7400197,922.540288,899.904,22.636312
00088.jpg,0.75374097,914.424832,889.550912,24.8739
00089.jpg,0.7565812,906.747136,883.385472,23.361612
00090.jpg,0.75132835,921.087552,898.422592,22.664956
00091.jpg,0.74877554,968.164096,944.983552,23.180584
00092.jpg,0.73927116,1030.867392,1006.387648,24.479736
00093.jpg,0.7459525,1053.870208,1032.449344,21.420858
00094.jpg,0.7528642,1057.435328,1036.670912,20.764404
00095.jpg,0.7538382,1035.00128,1014.322816,20.678426
00096.jpg,0.76074165,999.121792,967.471168,31.650634
00097.jpg,0.7486753,998.483456,973.757184,24.726236
00098.jpg,0.7396224,931.292864,906.476096,24.816812
00099.jpg,0.75170684,918.085568,892.624576,25.461018
00100.jpg,0.75367045,926.29888,902.618112,23.680746
00101.jpg,0.75071526,927.431872,903.092224,24.3396
00102.jpg,0.7561867,908.64928,885.347392,23.30188
00103.jpg,0.7594092,912.507648,891.868544,20.63912
00104.jpg,0.74070907,916.347008,892.70816,23.638876
00105.jpg,0.75012475,923.953792,901.658176,22.295614
00106.jpg,0.7476349,1005.342016,980.08416,25.257812
00107.jpg,0.7385916,1003.648384,979.691904,23.956462
00108.jpg,0.73383945,1023.221376,993.408704,29.812704
00109.jpg,0.7304702,994.134144,969.41184,24.72229
00110.jpg,0.729455,1004.198272,982.45728,21.741008
00111.jpg,0.7548135,999.151872,975.566976,23.58492
00112.jpg,0.71971214,991.647488,968.567552,23.079956
00113.jpg,0.7267129,915.871104,890.004672,25.866414
00114.jpg,0.74889433,917.223936,895.23456,21.98942
00115.jpg,0.74701095,928.30048,906.04576,22.25468
00116.jpg,0.7426908,920.414144,896.427776,23.986368
00117.jpg,0.7376743,906.390784,883.408512,22.98226
00118.jpg,0.7471562,909.136128,893.222272,15.913859
00119.jpg,0.75435805,913.581056,889.867392,23.713664
00120.jpg,0.7426571,914.488512,892.537984,21.95052
00121.jpg,0.7575501,922.42976,897.695616,24.734132
00122.jpg,0.73607147,910.01024,887.846208,22.164062
00123.jpg,0.74772716,936.468352,902.791936,33.676472
00124.jpg,0.7497066,925.297088,903.50848,21.788616
00125.jpg,0.75655293,910.342144,885.077568,25.264568
00126.jpg,0.7535684,904.718208,880.673664,24.044556
00127.jpg,0.7507515,913.746816,888.276032,25.470744
00128.jpg,0.74430907,903.304896,880.653568,22.651328
